1297863000|35.0904|21.6442
1297863300|34.2334|21.8975
1297863600|34.7264|21.9503
1297863900|34.6342|21.9161
1297864200|34.5832|21.9316
1297864500|34.5204|21.9249
1297864800|34.2063|22.0677
1297865100|33.819|22.1898
1297865700|35.4291|22.2174
1297866000|34.5238|21.4812
1297866300|34.4779|21.3992
1297866600|34.2945|21.3347
1297866900|34.3104|21.3066
1297867200|34.1649|21.2875
1297867500|34.1907|21.2586
1297867800|34.1964|21.2375
1297868100|34.1805|21.2064
1297868400|34.1299|21.2134
1297868700|34.4158|21.1926
1297869000|34.4018|21.1866
1297869300|34.1001|21.2113
1297869600|33.7355|21.1892
1297869900|33.1994|21.1707
1297870200|33.3342|21.1833
1297870500|33.356|21.0838
1297870800|33.5604|20.9392
1297871100|33.7064|20.8213
1297871400|33.7995|20.7528
1297871700|33.8048|20.6505
1297872000|33.6977|20.6165
1297872300|33.4783|20.6412
1297872600|33.5407|20.5955
1297872900|33.5624|20.5891
1297873200|33.6612|20.5809
1297873500|33.7107|20.558
1297873800|33.6696|20.5231
1297874100|33.6954|20.5214
1297874400|33.7721|20.5034
1297874700|33.7976|20.4898
1297875000|33.6078|20.4643
1297875300|33.6316|20.4358
1297875600|34.1088|20.4178
1297875900|34.2156|20.4143
1297876200|34.0014|20.3999
1297876500|34.2399|20.3693
1297876800|34.1476|20.2993
1297877100|33.9972|20.2945
1297877400|33.8806|20.2851
1297877700|33.9466|20.2664
1297878000|33.9357|20.2746
1297878300|34.2336|20.2984
1297878600|34.2491|20.331
1297878900|34.3095|20.3737
1297879200|34.3533|20.4483
1297879500|34.4121|20.4544
1297879800|34.337|20.5168
1297880100|34.2437|20.5656
1297880400|34.3044|20.5715
1297880700|34.2201|20.6239
1297881000|34.0646|20.673
1297881300|33.9322|20.6874
1297881600|34.043|20.7033
1297881900|34.0545|20.7159
1297882200|34.12|20.7131
1297882500|34.233|20.6632
1297882800|34.3688|20.6235
1297883100|34.4619|20.6078
1297883400|34.5301|20.5871
1297883700|34.5123|20.5997
1297884000|34.4554|20.587
1297884300|34.4754|20.5872
1297884600|34.5166|20.5755
1297884900|34.4756|20.5878
1297885200|34.3895|20.6056
1297885500|34.5417|20.6244
1297885800|34.5596|20.652
1297886100|34.4368|20.6663
1297886400|34.4899|20.6597
1297886700|34.7141|20.6413
1297887000|34.7496|20.652
1297887300|35.1629|20.6692
1297887600|35.5081|20.688
1297887900|35.5219|20.7038
1297888200|35.6238|20.7102
1297888500|35.9869|20.7245
1297888800|36.2582|20.7489
1297889100|36.7604|20.7618
1297889400|36.692|20.7493
1297889700|36.1606|20.7296
1297890000|36.1123|20.6877
1297890300|35.9502|20.6546
1297890600|35.9308|20.5908
1297890900|36.0246|20.5596
1297891200|36.0295|20.5696
1297891500|35.9043|20.5855
1297891800|35.7457|20.6032
1297892100|35.6166|20.6246
1297892400|35.5044|20.6377
1297892700|35.3684|20.6624
1297893000|35.3914|20.6839
1297893300|35.4009|20.7279
1297893600|35.5236|20.7468
1297893900|35.7995|20.764
1297894200|35.9969|20.7608
1297894500|35.9842|20.7587
1297894800|35.7021|20.7618
1297895100|35.7356|20.7719
1297895400|35.3049|20.7677
1297895700|35.4955|20.7711
1297896000|35.5857|20.7824
1297896300|35.5963|20.7761
1297896600|35.502|20.7639
1297896900|35.2651|20.7515
1297897200|34.8628|20.7309
1297897500|34.7356|20.7226
1297897800|34.7518|20.7009
1297898100|35.0135|20.6854
1297898400|35.0224|20.698
1297898700|35.0104|20.6882
1297899000|35.0158|20.6897
1297899300|35.0437|20.6848
1297899600|34.9356|20.6918
1297899900|34.9595|20.7011
1297900200|34.9495|20.7193
1297900500|35.0253|20.7161
1297900800|35.0768|20.7149
1297901100|35.1383|20.7141
1297901400|34.9091|20.7226
1297901700|34.687|20.7364
1297902000|34.6984|20.6818
1297902300|34.6262|20.6456
1297902600|34.8683|20.6393
1297902900|34.9711|20.593
1297903200|35.0458|20.593
1297903500|34.99|20.6296
1297903800|34.8773|20.6262
1297904100|34.9776|20.5893
1297904400|35.0943|20.5637
1297904700|35.2456|20.5487
1297905000|35.3815|20.5303
1297905300|35.5062|20.5111
1297905600|35.5424|20.5373
1297905900|35.6277|20.5194
1297906200|35.6765|20.5263
1297906500|35.7533|20.5117
1297906800|35.8393|20.5169
1297907100|35.9385|20.4953
1297907400|35.9939|20.4972
1297907700|36.0128|20.5002
1297908000|35.9778|20.5021
1297908300|35.9208|20.5308
1297908600|35.9608|20.5615
1297908900|35.9678|20.5892
1297909200|35.9512|20.5869
1297909500|35.9935|20.5796
1297909800|35.8492|20.5603
1297910100|35.9062|20.5388
1297910400|35.988|20.5444
1297910700|36.0235|20.5456
1297911000|35.9702|20.553
1297911300|35.9314|20.5546
1297911600|35.9248|20.5841
1297911900|35.7657|20.6184
1297912200|35.6692|20.6211
1297912500|35.6524|20.6311
1297912800|35.6196|20.6115
1297913100|35.5918|20.5956
1297913400|35.5334|20.6002
1297913700|35.5071|20.607
1297914000|35.507|20.6136
1297914300|35.3641|20.6225
1297914600|34.8965|20.6221
1297914900|35.0438|20.6523
1297915200|34.8828|20.6313
1297915500|34.7914|20.5955
1297915800|34.6311|20.5908
1297916100|34.684|20.5898
1297916400|34.5003|20.6175
1297916700|34.3884|20.6397
1297917000|34.5393|20.6279
1297917300|34.7572|20.6154
1297917600|34.9689|20.6107
1297917900|35.0853|20.6256
1297918200|35.2215|20.6263
1297918500|35.3849|20.6042
1297918800|35.4562|20.6033
1297919100|35.6287|20.5934
1297919400|35.8842|20.5888
1297919700|36.0724|20.5654
1297920000|36.0902|20.5648
1297920300|36.1149|20.5661
1297920600|36.1631|20.561
1297920900|36.2189|20.5521
1297921200|36.2517|20.5552
1297921500|36.2904|20.5708
1297921800|36.3286|20.5751
1297922100|36.3219|20.5671
1297922400|36.3595|20.5612
1297922700|36.3361|20.5523
1297923000|36.3874|20.5604
1297923300|36.4131|20.5507
1297923600|36.4063|20.5425
1297923900|36.3846|20.5367
1297924200|36.475|20.5268
1297924500|36.5409|20.5469
1297924800|36.6247|20.5522
1297925100|36.7555|20.539
1297925400|36.8117|20.5499
1297925700|36.854|20.5422
1297926000|36.8468|20.5313
1297926300|36.789|20.5407
1297926600|36.879|20.5288
1297926900|36.9088|20.5431
1297927200|36.8775|20.5437
1297927500|36.8921|20.5437
1297927800|36.911|20.5349
1297928100|36.9437|20.5307
1297928400|37.0286|20.5345
1297928700|37.0439|20.5259
1297929000|36.8074|20.5341
1297929300|36.7252|20.531
1297929600|36.7601|20.5284
1297929900|36.7778|20.5559
1297930200|36.8624|20.5607
1297930500|36.8855|20.5678
1297930800|36.9832|20.5738
1297931100|37.1089|20.5894
1297931400|37.602|20.549
